"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2017",,,,,,"Data collected as of November 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1377812,278.74,120420,38.14,73835,23.39,298603,94.58,701299,222.14,46597,14.76,334586,105.98,10468,3.32,62984,19.95,1385,0.44,82486,26.13,70470,22.32,369,0.53,22172,31.9,443,0.93,831,1.74,6777,14.21,227,0.48,4882,10.23
Hokkaido,49719,222.96,5347,38.19,7815,55.82,20395,145.68,15061,107.58,2448,17.49,13496,96.4,236,1.69,1779,12.71,82,0.59,2801,20.01,1750,12.5,11,0.39,503,17.96,8,0.35,51,2.22,233,10.13,-,-,207,9
Aomori,15443,241.3,1000,24.39,522,12.73,2728,66.54,7082,172.73,440,10.73,3475,84.76,208,5.07,799,19.49,7,0.17,841,20.51,915,22.32,4,0.36,120,10.91,12,2,6,1,181,30.17,-,-,74,12.33
Iwate,14627,228.55,1330,34.1,1041,26.69,4476,114.77,7662,196.46,384,9.85,3022,77.49,311,7.97,766,19.64,8,0.21,824,21.13,1734,44.46,5,0.36,219,15.64,10,0.53,9,0.47,312,16.42,7,0.37,108,5.68
Miyagi,27463,292.16,2262,39,1465,25.26,6253,107.81,12251,211.22,867,14.95,7111,122.6,201,3.47,1404,24.21,10,0.17,1005,17.33,570,9.83,1,0.08,133,11.08,3,0.25,1,0.08,259,21.58,-,-,51,4.25
Akita,13149,243.5,889,25.4,489,13.97,1861,53.17,4339,123.97,459,13.11,2071,59.17,49,1.4,382,10.91,15,0.43,712,20.34,155,4.43,9,1.29,66,9.43,4,0.5,-,-,449,56.13,4,0.5,56,7
Yamagata,11422,243.02,1653,57,1004,34.62,6006,207.1,6028,207.86,537,18.52,3448,118.9,635,21.9,820,28.28,24,0.83,1246,42.97,563,19.41,-,-,163,20.38,5,0.5,8,0.8,195,19.5,-,-,82,8.2
Fukushima,23816,313.37,2617,58.16,643,14.29,4439,98.64,6980,155.11,873,19.4,4771,106.02,374,8.31,1265,28.11,11,0.24,886,19.69,896,19.91,2,0.17,480,40,7,1,16,2.29,107,15.29,6,0.86,218,31.14
Ibaraki,31126,259.38,1780,23.73,1333,17.77,7469,99.59,13850,184.67,1047,13.96,7557,100.76,186,2.48,966,12.88,23,0.31,1417,18.89,640,8.53,6,0.35,803,47.24,2,0.15,1,0.08,126,9.69,-,-,122,9.38
Tochigi,17797,234.17,1442,30.04,745,15.52,2575,53.65,5021,104.6,704,14.67,4628,96.42,105,2.19,1010,21.04,2,0.04,531,11.06,553,11.52,1,0.08,479,39.92,5,0.71,8,1.14,114,16.29,2,0.29,89,12.71
Gunma,23776,252.94,1676,29.4,1089,19.11,6495,113.95,12962,227.4,641,11.25,4362,76.53,378,6.63,1172,20.56,4,0.07,1799,31.56,1708,29.96,2,0.15,569,43.77,2,0.25,5,0.63,256,32,-,-,316,39.5
Saitama,85485,340.58,5163,32.27,4293,26.83,18946,118.41,39943,249.64,2914,18.21,19804,123.78,661,4.13,3664,22.9,48,0.3,4443,27.77,2728,17.05,56,1.4,1684,42.1,12,1.2,36,3.6,116,11.6,10,1,111,11.1
Chiba,69270,325.21,3176,23.7,2876,21.46,16688,124.54,26779,199.84,1999,14.92,12360,92.24,352,2.63,2591,19.34,52,0.39,5218,38.94,1489,11.11,27,0.79,1247,36.68,24,2.67,32,3.56,173,19.22,1,0.11,103,11.44
Tokyo,108641,264.33,8134,31.41,5898,22.77,23805,91.91,64466,248.9,3799,14.67,31383,121.17,1094,4.22,6038,23.31,90,0.35,6588,25.44,2635,10.17,10,0.26,986,25.95,36,1.44,38,1.52,201,8.04,38,1.52,232,9.28
Kanagawa,98429,288.65,5638,26.35,3399,15.88,20082,93.84,46559,217.57,3704,17.31,26110,122.01,842,3.93,4772,22.3,40,0.19,5707,26.67,3796,17.74,40,0.8,3194,63.88,7,0.7,31,3.1,126,12.6,-,-,213,21.3
