"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2017",,,,,,"Data collected as of November 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2407,0.49,3033,,1621,0.51,5940,1.88,10937,3.47,1469,0.47,5126,1.62,173,0.05,1259,0.4,50,0.02,967,0.31,899,0.28,8,0.01,484,0.7,9,0.02,11,0.02,185,0.39,5,0.01,4,0.01
Hokkaido,137,0.62,120,,369,2.65,384,2.76,217,1.56,71,0.51,103,0.74,2,0.01,33,0.24,5,0.04,9,0.06,11,0.08,-,-,9,0.31,-,-,1,0.04,9,0.39,-,-,1,0.04
Aomori,10,0.15,35,,12,0.29,44,1.05,74,1.76,21,0.5,121,2.88,-,-,11,0.26,1,0.02,11,0.26,28,0.67,-,-,4,0.36,-,-,-,-,5,0.83,-,-,-,-
Iwate,6,0.09,27,,6,0.15,90,2.25,50,1.25,11,0.28,91,2.28,8,0.2,15,0.38,-,-,16,0.4,47,1.18,-,-,12,0.86,1,0.05,-,-,14,0.74,-,-,-,-
Miyagi,50,0.53,29,,10,0.17,102,1.73,235,3.98,21,0.36,166,2.81,7,0.12,16,0.27,-,-,13,0.22,3,0.05,-,-,4,0.33,-,-,-,-,9,0.75,-,-,-,-
Akita,3,0.06,28,,15,0.43,31,0.89,37,1.06,16,0.46,27,0.77,-,-,7,0.2,-,-,8,0.23,3,0.09,-,-,4,0.57,-,-,-,-,25,3.13,-,-,-,-
Yamagata,3,0.06,28,,67,2.23,122,4.07,82,2.73,21,0.7,74,2.47,10,0.33,15,0.5,-,-,14,0.47,6,0.2,-,-,8,1,-,-,-,-,6,0.6,-,-,1,0.1
Fukushima,26,0.34,45,,9,0.2,60,1.3,94,2.04,18,0.39,108,2.35,10,0.22,21,0.46,-,-,28,0.61,31,0.67,-,-,3,0.25,-,-,-,-,3,0.43,-,-,-,-
Ibaraki,31,0.26,48,,17,0.23,130,1.73,291,3.88,51,0.68,278,3.71,4,0.05,17,0.23,-,-,19,0.25,11,0.15,-,-,12,0.71,-,-,-,-,5,0.38,-,-,-,-
Tochigi,17,0.22,40,,3,0.06,41,0.85,74,1.54,28,0.58,153,3.19,3,0.06,15,0.31,-,-,3,0.06,4,0.08,-,-,9,0.75,-,-,-,-,2,0.29,-,-,-,-
Gunma,16,0.17,36,,41,0.71,128,2.21,113,1.95,38,0.66,86,1.48,2,0.03,30,0.52,-,-,27,0.47,38,0.66,-,-,20,1.43,-,-,-,-,5,0.63,-,-,-,-
Saitama,170,0.67,101,,114,0.7,418,2.56,661,4.06,113,0.69,368,2.26,9,0.06,71,0.44,2,0.01,82,0.5,24,0.15,3,0.08,41,1.03,-,-,2,0.2,5,0.5,-,-,-,-
Chiba,145,0.68,59,,57,0.42,312,2.31,378,2.8,62,0.46,279,2.07,8,0.06,46,0.34,-,-,63,0.47,28,0.21,-,-,27,0.79,1,0.11,-,-,5,0.56,-,-,-,-
Tokyo,233,0.56,117,,122,0.47,610,2.34,1174,4.5,123,0.47,474,1.82,18,0.07,135,0.52,5,0.02,86,0.33,35,0.13,-,-,25,0.64,1,0.04,1,0.04,8,0.32,1,0.04,-,-
Kanagawa,68,0.2,73,,79,0.37,385,1.82,752,3.56,124,0.59,550,2.61,27,0.13,114,0.54,1,0,55,0.26,41,0.19,-,-,69,1.35,-,-,1,0.1,4,0.4,-,-,-,-
