"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43th week, 2014",,,,,,"Data collected as of October 29, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,359,0.07,2697,,931,0.3,5225,1.66,11387,3.62,2378,0.76,1890,0.6,606,0.19,1793,0.57,56,0.02,558,0.18,937,0.3,3,0,325,0.48,6,0.01,23,0.05,150,0.32,4,0.01,1,0
Hokkaido,1,0,73,,135,0.94,442,3.09,278,1.94,167,1.17,118,0.83,15,0.1,43,0.3,1,0.01,65,0.45,33,0.23,-,-,10,0.36,-,-,-,-,10,0.43,-,-,-,-
Aomori,-,-,20,,25,0.6,28,0.67,139,3.31,43,1.02,18,0.43,13,0.31,27,0.64,-,-,5,0.12,1,0.02,-,-,2,0.18,-,-,-,-,4,0.67,-,-,-,-
Iwate,4,0.06,35,,2,0.05,114,2.85,129,3.23,28,0.7,16,0.4,18,0.45,18,0.45,-,-,3,0.08,8,0.2,-,-,3,0.21,-,-,-,-,7,0.37,-,-,-,-
Miyagi,2,0.02,17,,8,0.14,112,1.93,150,2.59,46,0.79,13,0.22,68,1.17,34,0.59,1,0.02,13,0.22,11,0.19,-,-,6,0.5,1,0.08,-,-,8,0.67,-,-,-,-
Akita,-,-,34,,1,0.03,26,0.74,93,2.66,27,0.77,2,0.06,1,0.03,16,0.46,-,-,1,0.03,16,0.46,-,-,2,0.29,-,-,-,-,6,0.75,-,-,-,-
Yamagata,1,0.02,55,,12,0.4,77,2.57,129,4.3,47,1.57,68,2.27,1,0.03,17,0.57,4,0.13,3,0.1,9,0.3,-,-,-,-,-,-,-,-,2,0.2,-,-,-,-
Fukushima,1,0.01,49,,23,0.51,53,1.18,119,2.64,29,0.64,32,0.71,16,0.36,24,0.53,1,0.02,26,0.58,54,1.2,-,-,3,0.25,-,-,-,-,8,1.14,-,-,-,-
Ibaraki,1,0.01,16,,11,0.14,80,1.05,294,3.87,34,0.45,47,0.62,15,0.2,32,0.42,-,-,6,0.08,6,0.08,-,-,17,1,-,-,-,-,3,0.23,-,-,-,-
