"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2018",,,,,,"Data collected as of May 23, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Niigata,34783,386.48,699,12.26,907,15.91,4328,75.93,4205,73.77,400,7.02,187,3.28,161,2.82,487,8.54,24,0.42,337,5.91,20,2,367,36.7,1,0.08,2,0.15,33,2.54,4,0.31,10,0.77
Toyama,15277,318.27,297,10.24,533,18.38,1030,35.52,3043,104.93,180,6.21,114,3.93,80,2.76,212,7.31,3,0.1,26,0.9,10,1.43,18,2.57,3,0.6,-,-,16,3.2,-,-,13,2.6
Ishikawa,15214,316.96,219,7.55,375,12.93,2468,85.1,2841,97.97,243,8.38,56,1.93,109,3.76,224,7.72,5,0.17,43,1.48,-,-,46,6.57,1,0.2,1,0.2,58,11.6,-,-,7,1.4
Fukui,11630,363.44,160,7.27,192,8.73,1703,77.41,2595,117.95,84,3.82,126,5.73,20,0.91,163,7.41,5,0.23,72,3.27,-,-,8,2.67,8,1.33,2,0.33,4,0.67,3,0.5,71,11.83
Yamanashi,15054,367.17,64,2.67,79,3.29,1005,41.88,1988,82.83,94,3.92,85,3.54,20,0.83,122,5.08,4,0.17,44,1.83,3,0.33,119,13.22,3,0.3,3,0.3,19,1.9,1,0.1,21,2.1
Nagano,33279,386.97,278,5.25,136,2.57,2649,49.98,5216,98.42,293,5.53,96,1.81,42,0.79,283,5.34,29,0.55,174,3.28,14,1.4,66,6.6,4,0.36,-,-,41,3.73,1,0.09,70,6.36
Gifu,25666,298.44,210,4.04,273,5.25,1094,21.04,4235,81.44,123,2.37,70,1.35,15,0.29,271,5.21,9,0.17,156,3,2,0.18,52,4.73,1,0.2,1,0.2,20,4,-,-,86,17.2
Shizuoka,50172,363.57,475,5.34,388,4.36,3093,34.75,8184,91.96,275,3.09,113,1.27,119,1.34,522,5.87,59,0.66,469,5.27,3,0.14,219,9.95,3,0.33,12,1.33,19,2.11,4,0.44,17,1.89
Aichi,79441,407.39,838,4.6,714,3.92,6363,34.96,16492,90.62,854,4.69,247,1.36,113,0.62,1133,6.23,30,0.16,428,2.35,3,0.09,282,8.06,6,0.4,5,0.33,47,3.13,1,0.07,128,8.53
Mie,26587,374.46,404,9.18,409,9.3,2091,47.52,4812,109.36,210,4.77,73,1.66,15,0.34,362,8.23,15,0.34,107,2.43,3,0.25,16,1.33,3,0.33,6,0.67,17,1.89,2,0.22,11,1.22
Shiga,17523,336.98,145,4.68,150,4.84,722,23.29,2400,77.42,181,5.84,105,3.39,25,0.81,213,6.87,23,0.74,149,4.81,1,0.13,58,7.25,1,0.14,6,0.86,2,0.29,-,-,10,1.43
Kyoto,39666,317.33,258,3.39,288,3.79,2145,28.22,7119,93.67,276,3.63,145,1.91,43,0.57,425,5.59,34,0.45,97,1.28,3,0.18,126,7.41,3,0.43,-,-,18,2.57,-,-,41,5.86
Osaka,88500,292.08,2045,10.38,1149,5.83,7636,38.76,22414,113.78,1288,6.54,238,1.21,223,1.13,1588,8.06,90,0.46,500,2.54,23,0.44,400,7.69,6,0.35,11,0.65,33,1.94,2,0.12,159,9.35
Hyogo,64989,328.23,1008,7.88,919,7.18,3585,28.01,14750,115.23,789,6.16,138,1.08,66,0.52,857,6.7,27,0.21,238,1.86,26,0.74,410,11.71,16,1.14,12,0.86,34,2.43,2,0.14,99,7.07
Nara,15641,289.65,243,7.15,211,6.21,1221,35.91,3620,106.47,176,5.18,68,2,83,2.44,261,7.68,28,0.82,34,1,1,0.1,61,6.1,9,1.5,3,0.5,18,3,-,-,49,8.17
Wakayama,14516,302.42,174,5.8,178,5.93,577,19.23,1886,62.87,141,4.7,14,0.47,19,0.63,227,7.57,30,1,80,2.67,44,11,15,3.75,3,0.27,5,0.45,17,1.55,4,0.36,46,4.18
Tottori,10824,373.24,100,5.26,152,8,2129,112.05,2544,133.89,81,4.26,38,2,16,0.84,152,8,4,0.21,18,0.95,3,0.6,15,3,2,0.4,3,0.6,8,1.6,-,-,49,9.8
Shimane,9921,261.08,126,5.48,106,4.61,1194,51.91,3008,130.78,77,3.35,104,4.52,5,0.22,223,9.7,10,0.43,90,3.91,-,-,4,1.33,2,0.25,2,0.25,6,0.75,-,-,40,5
Okayama,28313,337.06,133,2.46,209,3.87,1959,36.28,7199,133.31,320,5.93,144,2.67,51,0.94,357,6.61,38,0.7,87,1.61,11,0.92,114,9.5,2,0.4,1,0.2,5,1,-,-,25,5
Hiroshima,34063,298.8,460,6.48,596,8.39,2964,41.75,11433,161.03,316,4.45,212,2.99,21,0.3,459,6.46,91,1.28,128,1.8,10,0.53,311,16.37,5,0.25,2,0.1,17,0.85,2,0.1,369,18.45
Yamaguchi,26703,398.55,737,15.68,394,8.38,2692,57.28,5202,110.68,233,4.96,210,4.47,16,0.34,433,9.21,13,0.28,178,3.79,-,-,102,11.33,4,0.44,3,0.33,19,2.11,-,-,98,10.89
Tokushima,11967,323.43,320,13.91,184,8,821,35.7,2190,95.22,92,4,60,2.61,26,1.13,303,13.17,9,0.39,71,3.09,-,-,18,4.5,2,0.29,1,0.14,7,1,-,-,1,0.14
Kagawa,15185,323.09,157,5.61,186,6.64,1033,36.89,3557,127.04,144,5.14,50,1.79,16,0.57,262,9.36,30,1.07,61,2.18,4,0.8,65,13,3,0.6,1,0.2,19,3.8,-,-,36,7.2
Ehime,23226,380.75,384,10.38,155,4.19,2327,62.89,5979,161.59,147,3.97,47,1.27,19,0.51,422,11.41,11,0.3,159,4.3,-,-,235,29.38,-,-,-,-,41,6.83,-,-,29,4.83
Kochi,20843,434.23,185,6.17,85,2.83,835,27.83,2337,77.9,96,3.2,195,6.5,20,0.67,176,5.87,11,0.37,16,0.53,-,-,12,4,2,0.25,1,0.13,32,4,11,1.38,20,2.5
Fukuoka,90015,454.62,1676,13.97,1105,9.21,7860,65.5,18082,150.68,1071,8.93,1950,16.25,81,0.68,1494,12.45,78,0.65,542,4.52,3,0.12,535,20.58,17,1.13,9,0.6,73,4.87,-,-,69,4.6
Saga,15533,408.76,147,6.68,335,15.23,737,33.5,2040,92.73,136,6.18,397,18.05,8,0.36,290,13.18,10,0.45,21,0.95,2,0.5,50,12.5,2,0.33,2,0.33,18,3,-,-,52,8.67
Nagasaki,26873,383.9,293,6.66,246,5.59,2342,53.23,4496,102.18,262,5.95,957,21.75,19,0.43,328,7.45,73,1.66,39,0.89,6,0.75,80,10,1,0.08,8,0.67,39,3.25,-,-,85,7.08
Kumamoto,29716,371.45,350,7,426,8.52,1355,27.1,7085,141.7,230,4.6,826,16.52,22,0.44,667,13.34,118,2.36,86,1.72,-,-,212,23.56,7,0.47,8,0.53,15,1,-,-,37,2.47
Oita,26965,464.91,230,6.39,154,4.28,1259,34.97,8813,244.81,300,8.33,627,17.42,14,0.39,426,11.83,27,0.75,231,6.42,-,-,97,19.4,1,0.09,1,0.09,22,2,-,-,25,2.27
Miyazaki,27617,468.08,560,15.56,547,15.19,1395,38.75,7542,209.5,269,7.47,1621,45.03,24,0.67,554,15.39,62,1.72,572,15.89,-,-,256,42.67,1,0.14,-,-,4,0.57,-,-,153,21.86
Kagoshima,40522,440.46,790,14.63,1155,21.39,3152,58.37,8565,158.61,435,8.06,1505,27.87,41,0.76,408,7.56,37,0.69,725,13.43,1,0.14,139,19.86,1,0.08,2,0.17,6,0.5,-,-,11,0.92
Okinawa,28073,492.51,837,24.62,185,5.44,1254,36.88,2356,69.29,431,12.68,395,11.62,36,1.06,304,8.94,19,0.56,75,2.21,6,0.67,234,26,10,1.43,32,4.57,17,2.43,3,0.43,17,2.43
