"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20th week, 2018",,,,,,"Data collected as of May 23, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1754350,354.92,24315,7.7,20994,6.65,150059,47.55,324187,102.72,19227,6.09,14122,4.47,5630,1.78,24926,7.9,1495,0.47,9369,2.97,273,0.39,9657,13.86,182,0.38,216,0.45,1529,3.19,77,0.16,2608,5.44
Hokkaido,74351,334.91,2511,18.06,1354,9.74,11756,84.58,5821,41.88,873,6.28,253,1.82,45,0.32,630,4.53,15,0.11,204,1.47,8,0.29,242,8.64,2,0.09,10,0.43,80,3.48,-,-,123,5.35
Aomori,22933,352.82,161,3.83,182,4.33,1468,34.95,4075,97.02,192,4.57,319,7.6,20,0.48,296,7.05,21,0.5,391,9.31,1,0.09,92,8.36,4,0.67,2,0.33,62,10.33,-,-,104,17.33
Iwate,26152,402.34,263,6.58,230,5.75,2893,72.33,3043,76.08,194,4.85,158,3.95,230,5.75,269,6.73,10,0.25,318,7.95,-,-,163,11.64,4,0.21,1,0.05,64,3.37,5,0.26,37,1.95
Miyagi,33922,357.07,606,10.27,310,5.25,3709,62.86,5013,84.97,464,7.86,203,3.44,99,1.68,514,8.71,17,0.29,67,1.14,5,0.42,65,5.42,-,-,-,-,69,5.75,1,0.08,25,2.08
Akita,19863,374.77,156,4.59,160,4.71,889,26.15,2094,61.59,124,3.65,33,0.97,11,0.32,151,4.44,11,0.32,135,3.97,2,0.29,31,4.43,2,0.25,-,-,165,20.63,3,0.38,44,5.5
Yamagata,16146,343.53,288,9.93,312,10.76,2329,80.31,3174,109.45,235,8.1,259,8.93,116,4,285,9.83,40,1.38,56,1.93,-,-,29,4.14,4,0.4,3,0.3,53,5.3,-,-,19,1.9
Fukushima,31029,392.77,715,15.21,384,8.17,2300,48.94,2702,57.49,304,6.47,217,4.62,119,2.53,494,10.51,16,0.34,206,4.38,2,0.17,337,28.08,2,0.33,3,0.5,23,3.83,1,0.17,19,3.17
Ibaraki,41234,343.62,345,4.6,525,7,3850,51.33,5813,77.51,411,5.48,88,1.17,51,0.68,368,4.91,24,0.32,113,1.51,4,0.24,434,25.53,1,0.08,2,0.15,101,7.77,-,-,19,1.46
Tochigi,21401,281.59,220,4.58,140,2.92,1458,30.38,2861,59.6,280,5.83,66,1.38,246,5.13,358,7.46,1,0.02,55,1.15,-,-,173,14.42,3,0.43,3,0.43,36,5.14,-,-,20,2.86
Gunma,29592,340.14,236,4.37,472,8.74,3077,56.98,5362,99.3,301,5.57,261,4.83,49,0.91,459,8.5,37,0.69,276,5.11,3,0.21,377,26.93,1,0.11,3,0.33,36,4,-,-,40,4.44
Saitama,97519,380.93,1101,6.8,985,6.08,10333,63.78,18375,113.43,1572,9.7,221,1.36,332,2.05,1376,8.49,42,0.26,282,1.74,20,0.5,508,12.7,4,0.4,17,1.7,21,2.1,3,0.3,35,3.5
Chiba,79972,377.23,519,3.9,739,5.56,7065,53.12,11010,82.78,887,6.67,140,1.05,255,1.92,917,6.89,73,0.55,266,2,10,0.29,381,11.21,8,0.89,8,0.89,19,2.11,4,0.44,32,3.56
Tokyo,125692,304.34,1355,5.21,1206,4.64,12882,49.55,28021,107.77,1572,6.05,352,1.35,1008,3.88,2414,9.28,73,0.28,402,1.55,5,0.14,313,8.46,9,0.36,11,0.44,32,1.28,20,0.8,94,3.76
Kanagawa,120247,348.54,837,3.89,874,4.07,9032,42.01,18595,86.49,1571,7.31,339,1.58,1461,6.8,1787,8.31,59,0.27,545,2.53,11,0.22,1770,34.71,5,0.45,8,0.73,24,2.18,-,-,43,3.91
