"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52th week, 2013",,,,,,"Data collected as of January 7, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,9307,1.9,3623,,2193,0.7,5440,1.74,43431,13.86,6151,1.96,757,0.24,251,0.08,1291,0.41,12,0,104,0.03,708,0.23,5,0.01,445,0.66,5,0.01,19,0.04,157,0.33,14,0.03,25,0.05
Hokkaido,464,2.04,305,,131,0.92,484,3.38,590,4.13,356,2.49,30,0.21,2,0.01,42,0.29,-,-,6,0.04,9,0.06,-,-,15,0.52,-,-,1,0.04,12,0.52,-,-,1,0.04
Aomori,66,1.03,47,,34,0.83,47,1.15,267,6.51,115,2.8,1,0.02,8,0.2,17,0.41,-,-,4,0.1,6,0.15,1,0.09,5,0.45,-,-,-,-,5,0.83,-,-,-,-
Iwate,45,0.7,29,,13,0.33,94,2.35,467,11.68,138,3.45,5,0.13,7,0.18,15,0.38,-,-,-,-,24,0.6,1,0.07,9,0.64,-,-,-,-,9,0.47,-,-,1,0.05
Miyagi,28,0.3,35,,14,0.24,94,1.62,844,14.55,121,2.09,5,0.09,39,0.67,21,0.36,-,-,-,-,19,0.33,-,-,5,0.42,-,-,-,-,11,0.92,-,-,1,0.08
Akita,124,2.25,15,,7,0.2,53,1.51,325,9.29,27,0.77,-,-,-,-,9,0.26,-,-,-,-,10,0.29,-,-,3,0.43,-,-,-,-,1,0.13,-,-,4,0.5
Yamagata,44,0.92,43,,23,0.77,140,4.67,431,14.37,63,2.1,1,0.03,1,0.03,18,0.6,-,-,4,0.13,12,0.4,-,-,1,0.13,-,-,-,-,7,0.7,1,0.1,1,0.1
Fukushima,115,1.51,116,,11,0.24,50,1.11,377,8.38,95,2.11,7,0.16,4,0.09,17,0.38,-,-,2,0.04,48,1.07,-,-,12,1,-,-,-,-,13,1.86,-,-,1,0.14
Ibaraki,132,1.1,64,,19,0.25,121,1.61,1572,20.96,131,1.75,10,0.13,-,-,20,0.27,-,-,1,0.01,9,0.12,1,0.06,12,0.71,-,-,-,-,1,0.08,-,-,-,-
Tochigi,107,1.41,48,,14,0.29,70,1.46,760,15.83,37,0.77,2,0.04,-,-,17,0.35,-,-,1,0.02,6,0.13,-,-,12,1,-,-,-,-,2,0.29,1,0.14,-,-
Gunma,140,1.43,38,,11,0.18,115,1.92,1161,19.35,98,1.63,3,0.05,-,-,11,0.18,1,0.02,2,0.03,8,0.13,-,-,10,0.71,-,-,1,0.13,4,0.5,-,-,1,0.13
Saitama,638,2.63,120,,105,0.68,376,2.44,3287,21.34,305,1.98,9,0.06,7,0.05,62,0.4,1,0.01,3,0.02,50,0.32,-,-,28,0.67,-,-,1,0.1,3,0.3,-,-,-,-
Chiba,245,1.19,73,,72,0.55,270,2.06,2185,16.68,223,1.7,8,0.06,9,0.07,53,0.4,-,-,1,0.01,52,0.4,-,-,18,0.55,1,0.11,1,0.11,2,0.22,-,-,-,-
Tokyo,618,1.51,148,,156,0.6,483,1.86,5429,20.88,423,1.63,31,0.12,52,0.2,116,0.45,4,0.02,8,0.03,37,0.14,-,-,14,0.4,1,0.04,2,0.08,13,0.52,5,0.2,3,0.12
Kanagawa,544,1.71,103,,112,0.56,243,1.22,3694,18.56,338,1.7,35,0.18,51,0.26,86,0.43,1,0.01,2,0.01,38,0.19,-,-,47,1.15,-,-,-,-,-,-,-,-,-,-
Niigata,57,0.59,116,,55,0.9,192,3.15,640,10.49,273,4.48,7,0.11,31,0.51,25,0.41,-,-,-,-,4,0.07,-,-,9,0.9,-,-,-,-,7,0.54,4,0.31,-,-
Toyama,61,1.27,31,,52,1.79,81,2.79,390,13.45,63,2.17,5,0.17,9,0.31,7,0.24,-,-,1,0.03,-,-,-,-,4,0.57,-,-,-,-,4,0.8,-,-,-,-
Ishikawa,60,1.25,26,,25,0.86,37,1.28,294,10.14,75,2.59,9,0.31,2,0.07,14,0.48,-,-,1,0.03,7,0.24,-,-,2,0.29,-,-,-,-,1,0.2,-,-,-,-
