"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2015",,,,,,"Data collected as of July 29, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,381,0.08,554,,1442,0.46,5455,1.73,10754,3.42,1082,0.34,29504,9.38,2478,0.79,1746,0.55,57,0.02,8866,2.82,1651,0.52,7,0.01,577,0.84,15,0.03,36,0.08,154,0.33,5,0.01,10,0.02
Hokkaido,3,0.01,25,,115,0.8,405,2.83,304,2.13,37,0.26,564,3.94,125,0.87,47,0.33,1,0.01,145,1.01,105,0.73,-,-,27,0.96,-,-,1,0.04,9,0.39,-,-,4,0.17
Aomori,2,0.03,6,,13,0.31,54,1.29,82,1.95,5,0.12,270,6.43,16,0.38,31,0.74,-,-,15,0.36,6,0.14,-,-,7,0.64,-,-,-,-,1,0.17,-,-,1,0.17
Iwate,-,-,22,,14,0.35,65,1.63,114,2.85,12,0.3,194,4.85,24,0.6,21,0.53,-,-,41,1.03,5,0.13,1,0.07,11,0.79,1,0.05,-,-,5,0.26,-,-,-,-
Miyagi,-,-,3,,27,0.46,101,1.71,169,2.86,14,0.24,790,13.39,20,0.34,32,0.54,-,-,173,2.93,10,0.17,-,-,3,0.25,1,0.08,-,-,14,1.17,-,-,-,-
Akita,-,-,1,,22,0.65,27,0.79,61,1.79,9,0.26,44,1.29,22,0.65,10,0.29,-,-,23,0.68,6,0.18,-,-,4,0.57,-,-,-,-,1,0.13,-,-,-,-
Yamagata,-,-,-,,21,0.7,66,2.2,93,3.1,7,0.23,404,13.47,31,1.03,22,0.73,2,0.07,42,1.4,40,1.33,-,-,1,0.13,1,0.1,1,0.1,-,-,1,0.1,-,-
Fukushima,-,-,17,,14,0.3,71,1.54,85,1.85,23,0.5,779,16.93,57,1.24,34,0.74,1,0.02,104,2.26,12,0.26,-,-,6,0.5,1,0.14,-,-,4,0.57,-,-,-,-
Ibaraki,1,0.01,-,,32,0.43,119,1.59,323,4.31,48,0.64,499,6.65,93,1.24,35,0.47,1,0.01,183,2.44,56,0.75,-,-,15,0.88,-,-,-,-,2,0.15,-,-,-,-
Tochigi,-,-,-,,7,0.15,51,1.06,56,1.17,10,0.21,713,14.85,44,0.92,29,0.6,1,0.02,56,1.17,26,0.54,-,-,4,0.33,-,-,1,0.14,2,0.29,1,0.14,-,-
Gunma,-,-,1,,16,0.28,85,1.47,181,3.12,9,0.16,737,12.71,42,0.72,27,0.47,-,-,85,1.47,24,0.41,-,-,29,2.07,1,0.13,-,-,4,0.5,-,-,-,-
Saitama,2,0.01,7,,117,0.72,317,1.96,664,4.1,79,0.49,2942,18.16,222,1.37,106,0.65,3,0.02,564,3.48,142,0.88,1,0.03,43,1.08,-,-,2,0.2,5,0.5,-,-,1,0.1
Chiba,3,0.01,7,,103,0.77,310,2.31,402,3,32,0.24,990,7.39,122,0.91,70,0.52,2,0.01,646,4.82,66,0.49,1,0.03,26,0.79,2,0.22,1,0.11,1,0.11,-,-,-,-
Tokyo,10,0.02,23,,117,0.45,505,1.94,981,3.77,115,0.44,3606,13.87,234,0.9,154,0.59,3,0.01,799,3.07,89,0.34,-,-,26,0.67,2,0.08,5,0.2,8,0.32,-,-,-,-
Kanagawa,3,0.01,26,,120,0.59,280,1.38,685,3.37,120,0.59,2699,13.3,140,0.69,113,0.56,1,0,640,3.15,85,0.42,-,-,51,1.16,-,-,1,0.1,1,0.1,-,-,-,-
