"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2015",,,,,,"Data collected as of March 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,19664,3.99,1276,,1034,0.33,9807,3.12,25849,8.22,1618,0.51,1376,0.44,1229,0.39,1418,0.45,40,0.01,95,0.03,1041,0.33,7,0.01,295,0.43,9,0.02,20,0.04,95,0.2,14,0.03,191,0.4
Hokkaido,1609,7.09,61,,70,0.49,751,5.25,541,3.78,107,0.75,59,0.41,38,0.27,54,0.38,-,-,4,0.03,60,0.42,-,-,3,0.1,-,-,-,-,2,0.09,-,-,14,0.61
Aomori,306,4.71,22,,6,0.14,110,2.62,150,3.57,18,0.43,5,0.12,22,0.52,17,0.4,-,-,-,-,3,0.07,-,-,2,0.18,-,-,-,-,1,0.17,-,-,2,0.33
Iwate,400,6.15,10,,12,0.3,157,3.93,340,8.5,31,0.78,-,-,14,0.35,17,0.43,-,-,-,-,2,0.05,-,-,8,0.57,-,-,-,-,3,0.16,-,-,10,0.53
Miyagi,381,4.1,8,,17,0.29,184,3.17,469,8.09,38,0.66,16,0.28,46,0.79,38,0.66,-,-,1,0.02,2,0.03,-,-,2,0.17,-,-,-,-,4,0.33,-,-,7,0.58
Akita,278,5.15,3,,10,0.29,55,1.57,95,2.71,11,0.31,7,0.2,5,0.14,3,0.09,-,-,-,-,13,0.37,-,-,4,0.57,-,-,-,-,5,0.63,-,-,-,-
Yamagata,213,4.44,11,,27,0.9,199,6.63,331,11.03,21,0.7,43,1.43,13,0.43,23,0.77,-,-,1,0.03,25,0.83,-,-,1,0.13,-,-,1,0.1,-,-,1,0.1,3,0.3
Fukushima,338,4.45,23,,12,0.27,93,2.07,324,7.2,17,0.38,27,0.6,19,0.42,17,0.38,-,-,1,0.02,23,0.51,-,-,10,0.83,-,-,-,-,3,0.43,-,-,5,0.71
Ibaraki,275,2.29,13,,18,0.24,257,3.43,514,6.85,21,0.28,4,0.05,26,0.35,24,0.32,-,-,-,-,13,0.17,-,-,7,0.41,-,-,-,-,-,-,-,-,1,0.08
Tochigi,180,2.37,9,,10,0.21,88,1.83,221,4.6,9,0.19,16,0.33,21,0.44,22,0.46,1,0.02,-,-,4,0.08,-,-,4,0.33,-,-,-,-,2,0.29,1,0.14,1,0.14
Gunma,331,3.41,16,,29,0.49,196,3.32,391,6.63,21,0.36,26,0.44,14,0.24,29,0.49,1,0.02,1,0.02,29,0.49,-,-,12,0.86,-,-,-,-,2,0.25,-,-,8,1
Saitama,746,3.04,29,,57,0.36,552,3.52,1447,9.22,105,0.67,25,0.16,146,0.93,90,0.57,-,-,5,0.03,86,0.55,-,-,17,0.41,-,-,3,0.3,3,0.3,3,0.3,11,1.1
Chiba,1027,4.87,36,,70,0.53,484,3.64,884,6.65,81,0.61,12,0.09,92,0.69,35,0.26,-,-,4,0.03,47,0.35,-,-,16,0.47,-,-,-,-,1,0.11,-,-,8,0.89
Tokyo,1107,2.7,49,,55,0.21,856,3.31,2340,9.03,136,0.53,20,0.08,180,0.69,125,0.48,7,0.03,3,0.01,88,0.34,-,-,15,0.38,-,-,1,0.04,3,0.12,1,0.04,2,0.08
Kanagawa,942,2.9,35,,47,0.23,649,3.17,1817,8.86,167,0.81,10,0.05,139,0.68,100,0.49,-,-,2,0.01,36,0.18,2,0.04,30,0.65,-,-,-,-,1,0.1,-,-,6,0.6
Niigata,550,5.73,13,,65,1.07,319,5.23,482,7.9,34,0.56,24,0.39,29,0.48,23,0.38,-,-,2,0.03,5,0.08,-,-,11,1.1,-,-,-,-,5,0.38,3,0.23,2,0.15
Toyama,198,4.13,5,,24,0.83,92,3.17,266,9.17,17,0.59,10,0.34,4,0.14,6,0.21,-,-,3,0.1,3,0.1,-,-,-,-,-,-,-,-,7,1.4,-,-,1,0.2
Ishikawa,331,6.9,15,,14,0.48,187,6.45,349,12.03,22,0.76,2,0.07,26,0.9,14,0.48,-,-,-,-,26,0.9,-,-,2,0.29,-,-,-,-,7,1.4,-,-,3,0.6
Fukui,252,7.88,6,,13,0.59,115,5.23,299,13.59,14,0.64,31,1.41,1,0.05,14,0.64,1,0.05,1,0.05,15,0.68,-,-,-,-,-,-,2,0.33,1,0.17,-,-,2,0.33
Yamanashi,109,2.73,4,,3,0.13,40,1.67,167,6.96,5,0.21,-,-,2,0.08,10,0.42,1,0.04,-,-,1,0.04,-,-,1,0.11,1,0.1,-,-,-,-,-,-,3,0.3
Nagano,488,5.61,5,,4,0.07,130,2.41,447,8.28,20,0.37,1,0.02,16,0.3,18,0.33,5,0.09,-,-,1,0.02,-,-,3,0.27,-,-,-,-,4,0.36,-,-,2,0.18
Gifu,301,3.46,7,,15,0.28,40,0.75,278,5.25,18,0.34,-,-,2,0.04,18,0.34,-,-,1,0.02,4,0.08,-,-,2,0.18,-,-,-,-,1,0.2,-,-,2,0.4
Shizuoka,405,2.91,13,,24,0.27,381,4.28,706,7.93,37,0.42,16,0.18,29,0.33,36,0.4,-,-,10,0.11,9,0.1,-,-,10,0.45,-,-,-,-,3,0.3,3,0.3,6,0.6
Aichi,794,4.07,17,,51,0.28,342,1.89,1124,6.21,72,0.4,26,0.14,23,0.13,52,0.29,1,0.01,2,0.01,28,0.15,-,-,5,0.15,-,-,-,-,2,0.14,-,-,3,0.21
Mie,326,4.53,6,,34,0.76,107,2.38,297,6.6,9,0.2,21,0.47,9,0.2,25,0.56,6,0.13,2,0.04,1,0.02,-,-,-,-,1,0.11,1,0.11,-,-,-,-,-,-
Shiga,164,3.09,4,,6,0.19,73,2.28,220,6.88,12,0.38,15,0.47,10,0.31,12,0.38,-,-,5,0.16,14,0.44,-,-,-,-,-,-,-,-,1,0.14,-,-,1,0.14
Kyoto,366,2.98,5,,14,0.19,117,1.58,482,6.51,13,0.18,29,0.39,28,0.38,19,0.26,-,-,1,0.01,16,0.22,-,-,4,0.24,-,-,-,-,-,-,-,-,8,1.14
Osaka,828,2.71,103,,52,0.26,527,2.66,1726,8.72,124,0.63,184,0.93,56,0.28,83,0.42,1,0.01,7,0.04,48,0.24,1,0.02,7,0.13,1,0.06,2,0.12,5,0.29,-,-,9,0.53
Hyogo,773,3.9,92,,42,0.33,271,2.12,1113,8.7,55,0.43,99,0.77,36,0.28,62,0.48,1,0.01,3,0.02,48,0.38,-,-,19,0.54,1,0.08,1,0.08,2,0.17,-,-,1,0.08
Nara,217,4.02,15,,8,0.24,63,1.85,244,7.18,10,0.29,26,0.76,7,0.21,19,0.56,-,-,-,-,5,0.15,-,-,1,0.11,1,0.17,-,-,1,0.17,-,-,5,0.83
Wakayama,173,3.46,22,,10,0.32,30,0.97,177,5.71,22,0.71,23,0.74,3,0.1,9,0.29,-,-,2,0.06,1,0.03,1,0.25,5,1.25,-,-,-,-,6,0.55,-,-,12,1.09
Tottori,128,4.41,-,,5,0.26,120,6.32,150,7.89,-,-,2,0.11,6,0.32,10,0.53,2,0.11,-,-,8,0.42,-,-,-,-,-,-,-,-,-,-,-,-,4,0.8
Shimane,164,4.32,12,,5,0.22,110,4.78,130,5.65,8,0.35,50,2.17,1,0.04,12,0.52,-,-,-,-,6,0.26,-,-,-,-,-,-,1,0.13,-,-,-,-,2,0.25
Okayama,345,4.11,9,,8,0.15,84,1.56,434,8.04,15,0.28,37,0.69,5,0.09,21,0.39,-,-,3,0.06,22,0.41,-,-,2,0.17,-,-,-,-,-,-,-,-,5,1
Hiroshima,429,3.76,18,,22,0.31,217,3.06,634,8.93,18,0.25,20,0.28,-,-,28,0.39,2,0.03,-,-,37,0.52,-,-,12,0.63,-,-,-,-,3,0.14,-,-,2,0.1
Yamaguchi,341,4.94,26,,7,0.15,214,4.46,465,9.69,30,0.63,10,0.21,6,0.13,34,0.71,-,-,-,-,2,0.04,-,-,-,-,-,-,-,-,1,0.11,-,-,1,0.11
Tokushima,109,2.87,18,,4,0.17,47,2.04,201,8.74,10,0.43,8,0.35,-,-,15,0.65,-,-,-,-,-,-,-,-,2,0.5,1,0.14,-,-,1,0.14,-,-,3,0.43
Kagawa,58,1.23,12,,6,0.21,45,1.61,239,8.54,7,0.25,42,1.5,2,0.07,16,0.57,-,-,-,-,-,-,-,-,1,0.2,-,-,1,0.2,-,-,-,-,-,-
Ehime,354,5.8,33,,3,0.08,105,2.84,448,12.11,9,0.24,13,0.35,2,0.05,27,0.73,-,-,3,0.08,19,0.51,-,-,17,2.13,-,-,-,-,-,-,-,-,-,-
Kochi,522,10.88,7,,2,0.07,79,2.63,178,5.93,9,0.3,17,0.57,1,0.03,9,0.3,1,0.03,1,0.03,24,0.8,-,-,-,-,-,-,-,-,2,0.25,2,0.25,3,0.38
Fukuoka,653,3.3,150,,49,0.41,568,4.73,1613,13.44,102,0.85,86,0.72,70,0.58,82,0.68,2,0.02,11,0.09,53,0.44,-,-,17,0.65,1,0.07,2,0.14,1,0.07,-,-,-,-
Saga,94,2.41,19,,6,0.26,70,3.04,343,14.91,10,0.43,33,1.43,8,0.35,13,0.57,-,-,1,0.04,30,1.3,-,-,1,0.25,-,-,1,0.17,3,0.5,-,-,6,1
Nagasaki,286,4.09,39,,12,0.27,124,2.82,376,8.55,8,0.18,66,1.5,9,0.2,16,0.36,-,-,-,-,22,0.5,2,0.25,-,-,-,-,-,-,5,0.42,-,-,2,0.17
Kumamoto,171,2.14,33,,8,0.16,78,1.56,667,13.34,30,0.6,62,1.24,3,0.06,33,0.66,5,0.1,6,0.12,33,0.66,-,-,12,1.33,-,-,-,-,-,-,-,-,9,0.6
Oita,468,8.07,15,,7,0.19,97,2.69,671,18.64,17,0.47,32,0.89,22,0.61,34,0.94,-,-,2,0.06,18,0.5,-,-,7,1.4,-,-,-,-,3,0.27,-,-,2,0.18
Miyazaki,297,5.03,122,,23,0.64,73,2.03,370,10.28,30,0.83,13,0.36,4,0.11,20,0.56,-,-,1,0.03,3,0.08,-,-,10,1.67,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,483,5.19,54,,35,0.64,256,4.65,534,9.71,25,0.45,38,0.69,18,0.33,24,0.44,3,0.05,2,0.04,16,0.29,-,-,3,0.43,-,-,-,-,-,-,-,-,3,0.25
Okinawa,354,6.1,52,,13,0.38,55,1.62,155,4.56,23,0.68,70,2.06,16,0.47,10,0.29,-,-,4,0.12,92,2.71,1,0.1,10,1,2,0.29,4,0.57,1,0.14,-,-,10,1.43
