"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2017",,,,,,"Data collected as of November 29, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,7280,1.47,2240,,2185,0.69,7725,2.44,17344,5.48,1478,0.47,3885,1.23,250,0.08,1317,0.42,33,0.01,568,0.18,853,0.27,3,0,493,0.71,13,0.03,14,0.03,164,0.34,3,0.01,10,0.02
Hokkaido,320,1.44,110,,409,2.94,558,4.01,293,2.11,99,0.71,90,0.65,2,0.01,37,0.27,1,0.01,16,0.12,10,0.07,-,-,22,0.76,1,0.04,-,-,12,0.52,-,-,1,0.04
Aomori,46,0.71,35,,22,0.52,53,1.26,112,2.67,15,0.36,96,2.29,2,0.05,14,0.33,1,0.02,18,0.43,19,0.45,-,-,9,0.82,-,-,-,-,7,1.17,-,-,-,-
Iwate,52,0.8,13,,8,0.2,157,3.93,111,2.78,6,0.15,54,1.35,10,0.25,18,0.45,-,-,7,0.18,51,1.28,-,-,8,0.57,-,-,-,-,13,0.68,1,0.05,-,-
Miyagi,264,2.78,43,,33,0.56,140,2.37,375,6.36,43,0.73,110,1.86,8,0.14,26,0.44,-,-,8,0.14,7,0.12,-,-,3,0.25,-,-,-,-,4,0.33,-,-,-,-
Akita,11,0.2,10,,17,0.49,56,1.6,77,2.2,4,0.11,14,0.4,1,0.03,10,0.29,-,-,3,0.09,3,0.09,-,-,3,0.43,-,-,-,-,24,3,-,-,-,-
Yamagata,32,0.67,22,,36,1.2,142,4.73,193,6.43,22,0.73,75,2.5,7,0.23,15,0.5,-,-,2,0.07,7,0.23,-,-,10,1.25,-,-,-,-,11,1.1,-,-,1,0.1
Fukushima,64,0.83,43,,14,0.3,98,2.13,166,3.61,15,0.33,104,2.26,8,0.17,26,0.57,1,0.02,14,0.3,26,0.57,-,-,7,0.58,2,0.29,1,0.14,1,0.14,-,-,1,0.14
Ibaraki,56,0.47,22,,37,0.49,175,2.33,471,6.28,30,0.4,173,2.31,5,0.07,26,0.35,-,-,13,0.17,11,0.15,-,-,9,0.53,-,-,-,-,5,0.38,-,-,-,-
Tochigi,194,2.55,50,,13,0.27,73,1.52,153,3.19,17,0.35,120,2.5,21,0.44,27,0.56,-,-,4,0.08,4,0.08,-,-,8,0.67,-,-,-,-,2,0.29,-,-,-,-
Gunma,71,0.75,20,,59,1.02,164,2.83,193,3.33,18,0.31,71,1.22,2,0.03,31,0.53,-,-,11,0.19,22,0.38,-,-,15,1.07,-,-,-,-,5,0.63,-,-,-,-
Saitama,348,1.36,55,,161,0.99,516,3.17,1344,8.25,77,0.47,198,1.21,4,0.02,67,0.41,2,0.01,38,0.23,23,0.14,-,-,23,0.58,-,-,-,-,2,0.2,-,-,-,-
Chiba,310,1.45,47,,84,0.63,369,2.75,750,5.6,76,0.57,204,1.52,8,0.06,52,0.39,1,0.01,14,0.1,28,0.21,-,-,15,0.43,2,0.22,2,0.22,5,0.56,-,-,-,-
Tokyo,775,1.86,69,,176,0.67,831,3.17,2063,7.87,176,0.67,301,1.15,29,0.11,129,0.49,3,0.01,38,0.15,36,0.14,-,-,36,0.95,-,-,-,-,3,0.12,1,0.04,2,0.08
Kanagawa,640,1.86,82,,95,0.44,527,2.43,1379,6.35,137,0.63,286,1.32,76,0.35,93,0.43,-,-,25,0.12,46,0.21,2,0.04,90,1.8,-,-,-,-,2,0.2,-,-,-,-
Niigata,239,2.66,49,,93,1.63,104,1.82,238,4.18,50,0.88,77,1.35,10,0.18,29,0.51,1,0.02,70,1.23,34,0.6,-,-,15,1.5,1,0.08,2,0.15,5,0.38,-,-,-,-
