"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2016",,,,,,"Data collected as of September 14, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,260,0.05,3347,,1217,0.39,4531,1.44,11844,3.76,807,0.26,2297,0.73,526,0.17,1723,0.55,86,0.03,5273,1.67,3108,0.99,5,0.01,692,1,23,0.05,28,0.06,401,0.85,4,0.01,11,0.02
Hokkaido,-,-,155,,26,0.18,300,2.11,182,1.28,32,0.23,95,0.67,17,0.12,42,0.3,3,0.02,1108,7.8,95,0.67,-,-,12,0.43,-,-,1,0.04,23,1,-,-,-,-
Aomori,-,-,56,,1,0.02,48,1.14,120,2.86,9,0.21,35,0.83,6,0.14,21,0.5,-,-,132,3.14,13,0.31,-,-,5,0.45,2,0.33,2,0.33,4,0.67,-,-,1,0.17
Iwate,-,-,87,,4,0.1,88,2.2,122,3.05,3,0.08,12,0.3,-,-,11,0.28,-,-,117,2.93,22,0.55,-,-,5,0.36,-,-,-,-,8,0.42,-,-,1,0.05
Miyagi,-,-,96,,3,0.05,100,1.69,161,2.73,17,0.29,180,3.05,4,0.07,35,0.59,1,0.02,340,5.76,12,0.2,-,-,2,0.17,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,10,,7,0.2,26,0.74,60,1.71,6,0.17,27,0.77,2,0.06,12,0.34,5,0.14,137,3.91,3,0.09,-,-,1,0.14,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,35,,6,0.2,49,1.63,70,2.33,3,0.1,37,1.23,2,0.07,21,0.7,-,-,265,8.83,44,1.47,-,-,2,0.25,2,0.2,-,-,2,0.2,-,-,-,-
Fukushima,1,0.01,90,,8,0.17,60,1.3,84,1.83,7,0.15,40,0.87,14,0.3,30,0.65,3,0.07,241,5.24,7,0.15,-,-,-,-,1,0.14,-,-,8,1.14,-,-,-,-
Ibaraki,5,0.04,52,,11,0.15,70,0.93,287,3.83,13,0.17,65,0.87,5,0.07,33,0.44,8,0.11,89,1.19,26,0.35,-,-,30,1.76,-,-,-,-,11,0.85,-,-,-,-
