"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2017",,,,,,"Data collected as of December 27, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,63774,12.87,2316,,2245,0.71,9412,2.97,26566,8.39,1650,0.52,1941,0.61,251,0.08,1143,0.36,30,0.01,245,0.08,898,0.28,11,0.02,580,0.83,4,0.01,19,0.04,173,0.36,7,0.01,10,0.02
Hokkaido,2240,10.09,172,,230,1.65,809,5.82,485,3.49,83,0.6,26,0.19,3,0.02,18,0.13,3,0.02,7,0.05,14,0.1,-,-,16,0.55,1,0.04,2,0.09,9,0.39,-,-,2,0.09
Aomori,286,4.4,29,,29,0.69,69,1.64,137,3.26,40,0.95,57,1.36,3,0.07,17,0.4,-,-,10,0.24,39,0.93,-,-,7,0.64,-,-,-,-,9,1.5,-,-,-,-
Iwate,347,5.34,35,,14,0.35,189,4.73,170,4.25,13,0.33,31,0.78,10,0.25,12,0.3,-,-,3,0.08,58,1.45,-,-,15,1.07,-,-,1,0.05,8,0.42,3,0.16,1,0.05
Miyagi,985,10.37,42,,42,0.71,193,3.27,412,6.98,48,0.81,65,1.1,2,0.03,31,0.53,-,-,3,0.05,2,0.03,-,-,1,0.08,-,-,1,0.08,5,0.42,-,-,-,-
Akita,417,7.72,25,,22,0.63,48,1.37,87,2.49,7,0.2,9,0.26,2,0.06,11,0.31,-,-,2,0.06,8,0.23,1,0.14,1,0.14,-,-,-,-,41,5.13,-,-,1,0.13
Yamagata,131,2.73,25,,70,2.33,199,6.63,238,7.93,24,0.8,42,1.4,7,0.23,16,0.53,-,-,5,0.17,6,0.2,-,-,5,0.63,-,-,-,-,10,1,-,-,-,-
Fukushima,448,5.82,25,,17,0.37,128,2.78,223,4.85,26,0.57,38,0.83,8,0.17,25,0.54,-,-,4,0.09,37,0.8,-,-,13,1.08,-,-,1,0.14,1,0.14,-,-,-,-
Ibaraki,1050,8.75,53,,23,0.31,209,2.79,508,6.77,26,0.35,59,0.79,4,0.05,14,0.19,-,-,4,0.05,9,0.12,-,-,27,1.59,-,-,-,-,3,0.23,-,-,-,-
