"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2017",,,,,,"Data collected as of March 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,67273,13.55,695,,1257,0.4,7685,2.43,17113,5.4,1035,0.33,333,0.11,237,0.07,1186,0.37,16,0.01,59,0.02,1927,0.61,3,0,319,0.46,9,0.02,14,0.03,159,0.34,3,0.01,151,0.32
Hokkaido,2755,12.24,46,,76,0.54,652,4.59,531,3.74,88,0.62,2,0.01,11,0.08,38,0.27,1,0.01,-,-,72,0.51,-,-,13,0.45,-,-,1,0.04,6,0.26,-,-,6,0.26
Aomori,978,15.05,4,,7,0.17,99,2.36,109,2.6,7,0.17,4,0.1,10,0.24,14,0.33,-,-,1,0.02,6,0.14,-,-,6,0.55,-,-,-,-,7,1.17,-,-,-,-
Iwate,910,14,3,,40,1,153,3.83,195,4.88,12,0.3,5,0.13,5,0.13,18,0.45,-,-,-,-,27,0.68,-,-,4,0.29,-,-,-,-,5,0.26,-,-,-,-
Miyagi,1619,17.04,3,,23,0.39,206,3.49,188,3.19,32,0.54,1,0.02,4,0.07,26,0.44,-,-,-,-,9,0.15,-,-,-,-,-,-,-,-,7,0.58,-,-,1,0.08
Akita,659,12.2,7,,3,0.09,61,1.74,70,2,5,0.14,7,0.2,-,-,10,0.29,-,-,-,-,2,0.06,-,-,3,0.43,-,-,-,-,5,0.63,-,-,2,0.25
Yamagata,662,13.79,1,,11,0.37,179,5.97,85,2.83,10,0.33,1,0.03,3,0.1,16,0.53,1,0.03,1,0.03,18,0.6,-,-,2,0.25,-,-,-,-,2,0.2,-,-,-,-
Fukushima,1482,19.25,19,,6,0.13,123,2.67,213,4.63,18,0.39,-,-,8,0.17,30,0.65,-,-,-,-,9,0.2,-,-,12,1,1,0.14,2,0.29,1,0.14,-,-,12,1.71
Ibaraki,1753,14.61,15,,22,0.29,209,2.79,293,3.91,24,0.32,5,0.07,5,0.07,15,0.2,1,0.01,-,-,20,0.27,-,-,13,0.76,-,-,-,-,4,0.31,-,-,7,0.54
Tochigi,1272,16.74,6,,13,0.27,53,1.1,146,3.04,18,0.38,1,0.02,4,0.08,14,0.29,-,-,-,-,13,0.27,-,-,6,0.5,-,-,-,-,6,0.86,-,-,1,0.14
Gunma,1307,13.76,5,,9,0.16,151,2.6,368,6.34,18,0.31,7,0.12,7,0.12,21,0.36,-,-,3,0.05,44,0.76,-,-,6,0.43,-,-,-,-,6,0.75,-,-,8,1
Saitama,3951,15.62,16,,44,0.27,467,2.9,965,5.99,86,0.53,10,0.06,8,0.05,59,0.37,-,-,3,0.02,77,0.48,-,-,17,0.43,-,-,-,-,-,-,-,-,4,0.4
Chiba,3051,14.19,14,,23,0.17,531,3.93,697,5.16,53,0.39,-,-,2,0.01,44,0.33,2,0.01,1,0.01,27,0.2,1,0.03,33,0.94,-,-,-,-,5,0.56,-,-,2,0.22
Tokyo,5161,12.47,24,,67,0.26,512,1.95,1836,7.01,72,0.27,17,0.06,22,0.08,129,0.49,1,0,1,0,84,0.32,-,-,11,0.29,-,-,-,-,5,0.2,1,0.04,12,0.48
Kanagawa,4618,13.19,14,,24,0.11,432,1.99,1339,6.17,75,0.35,12,0.06,16,0.07,91,0.42,-,-,1,0,88,0.41,-,-,58,1.16,-,-,-,-,4,0.4,-,-,13,1.3
Niigata,1520,16.52,12,,48,0.83,187,3.22,350,6.03,7,0.12,4,0.07,5,0.09,17,0.29,-,-,2,0.03,119,2.05,-,-,7,0.7,1,0.08,-,-,5,0.38,-,-,3,0.23
Toyama,710,14.79,29,,12,0.41,72,2.48,145,5,4,0.14,1,0.03,1,0.03,3,0.1,-,-,1,0.03,29,1,1,0.14,2,0.29,-,-,-,-,3,0.6,-,-,-,-
