"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2015",,,,,,"Data collected as of February 12, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,94107,19.03,1885,,984,0.31,8116,2.57,22786,7.22,1598,0.51,1183,0.37,1096,0.35,1250,0.4,41,0.01,69,0.02,726,0.23,4,0.01,244,0.36,5,0.01,12,0.03,92,0.2,10,0.02,71,0.15
Hokkaido,3937,17.34,113,,93,0.65,514,3.59,472,3.3,54,0.38,50,0.35,73,0.51,49,0.34,4,0.03,-,-,35,0.24,-,-,11,0.39,-,-,-,-,4,0.17,-,-,-,-
Aomori,1619,24.91,17,,7,0.17,49,1.17,131,3.12,14,0.33,1,0.02,25,0.6,17,0.4,-,-,1,0.02,7,0.17,-,-,2,0.18,-,-,-,-,-,-,-,-,8,1.33
Iwate,1424,21.91,18,,5,0.13,131,3.28,375,9.38,19,0.48,1,0.03,21,0.53,13,0.33,-,-,-,-,5,0.13,-,-,2,0.14,-,-,-,-,4,0.21,-,-,4,0.21
Miyagi,1807,19.43,21,,10,0.17,225,3.88,818,14.1,54,0.93,8,0.14,58,1,32,0.55,-,-,1,0.02,2,0.03,-,-,1,0.08,-,-,-,-,5,0.42,-,-,1,0.08
Akita,1258,23.3,4,,9,0.26,38,1.09,262,7.49,7,0.2,2,0.06,-,-,3,0.09,-,-,-,-,7,0.2,-,-,-,-,-,-,-,-,4,0.5,-,-,1,0.13
Yamagata,827,17.23,2,,26,0.87,134,4.47,284,9.47,15,0.5,24,0.8,8,0.27,17,0.57,-,-,-,-,18,0.6,-,-,4,0.5,-,-,-,-,-,-,2,0.2,-,-
Fukushima,1497,19.7,36,,10,0.22,114,2.53,387,8.6,25,0.56,7,0.16,12,0.27,20,0.44,-,-,-,-,13,0.29,-,-,6,0.5,-,-,-,-,15,2.14,-,-,6,0.86
Ibaraki,1560,13,13,,24,0.32,178,2.37,589,7.85,38,0.51,20,0.27,16,0.21,23,0.31,-,-,1,0.01,11,0.15,-,-,15,0.88,-,-,-,-,-,-,-,-,2,0.15
Tochigi,1216,16,13,,11,0.23,76,1.58,248,5.17,24,0.5,6,0.13,22,0.46,20,0.42,1,0.02,-,-,4,0.08,-,-,5,0.42,-,-,-,-,2,0.29,-,-,5,0.71
Gunma,1564,15.96,34,,12,0.2,185,3.08,437,7.28,23,0.38,18,0.3,7,0.12,17,0.28,2,0.03,3,0.05,8,0.13,-,-,11,0.79,-,-,-,-,-,-,-,-,3,0.38
Saitama,3591,14.48,68,,44,0.28,479,3.03,1298,8.22,85,0.54,34,0.22,100,0.63,79,0.5,1,0.01,4,0.03,34,0.22,1,0.03,7,0.18,-,-,-,-,4,0.4,1,0.1,2,0.2
Chiba,4174,19.6,26,,29,0.22,373,2.78,1016,7.58,60,0.45,10,0.07,73,0.54,53,0.4,1,0.01,-,-,40,0.3,-,-,16,0.5,1,0.11,2,0.22,-,-,1,0.11,1,0.11
Tokyo,4743,11.43,100,,56,0.21,687,2.63,1968,7.54,130,0.5,22,0.08,151,0.58,100,0.38,7,0.03,1,0,48,0.18,-,-,10,0.26,-,-,1,0.04,3,0.12,1,0.04,1,0.04
Kanagawa,4978,14.95,69,,30,0.14,440,2.12,1582,7.61,115,0.55,24,0.12,162,0.78,107,0.51,-,-,1,0,18,0.09,1,0.02,24,0.55,-,-,-,-,-,-,-,-,-,-
Niigata,3443,35.86,27,,31,0.51,239,3.92,411,6.74,59,0.97,22,0.36,37,0.61,22,0.36,4,0.07,3,0.05,11,0.18,-,-,1,0.1,-,-,-,-,3,0.23,3,0.23,-,-
Toyama,1212,25.25,6,,24,0.83,85,2.93,271,9.34,15,0.52,6,0.21,1,0.03,6,0.21,-,-,3,0.1,8,0.28,-,-,-,-,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,1399,29.15,5,,33,1.14,136,4.69,263,9.07,30,1.03,-,-,40,1.38,10,0.34,-,-,-,-,11,0.38,-,-,-,-,-,-,-,-,3,0.6,-,-,-,-
Fukui,945,29.53,9,,11,0.5,58,2.64,243,11.05,9,0.41,10,0.45,1,0.05,15,0.68,-,-,-,-,16,0.73,-,-,-,-,1,0.17,-,-,1,0.17,-,-,1,0.17
Yamanashi,602,15.05,6,,3,0.13,50,2.08,125,5.21,12,0.5,-,-,-,-,7,0.29,-,-,-,-,-,-,-,-,2,0.22,-,-,-,-,1,0.1,-,-,-,-
Nagano,2160,24.83,9,,9,0.17,116,2.15,407,7.54,23,0.43,7,0.13,12,0.22,11,0.2,1,0.02,1,0.02,-,-,-,-,3,0.27,-,-,-,-,3,0.27,-,-,-,-
Gifu,1852,21.29,12,,19,0.36,62,1.17,328,6.19,8,0.15,11,0.21,4,0.08,22,0.42,-,-,1,0.02,2,0.04,-,-,6,0.55,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,2190,15.87,34,,24,0.27,390,4.43,613,6.97,48,0.55,7,0.08,21,0.24,31,0.35,-,-,2,0.02,4,0.05,-,-,6,0.27,1,0.1,-,-,3,0.3,2,0.2,1,0.1
Aichi,5410,27.74,39,,53,0.29,378,2.09,1185,6.55,51,0.28,52,0.29,13,0.07,46,0.25,1,0.01,3,0.02,22,0.12,1,0.03,15,0.44,-,-,-,-,4,0.29,-,-,3,0.21
Mie,1631,22.65,10,,19,0.42,68,1.51,344,7.64,7,0.16,19,0.42,6,0.13,17,0.38,-,-,-,-,4,0.09,-,-,-,-,-,-,1,0.11,2,0.22,-,-,-,-
Shiga,947,17.87,19,,9,0.28,61,1.91,210,6.56,5,0.16,9,0.28,7,0.22,14,0.44,2,0.06,-,-,2,0.06,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Kyoto,1480,11.94,12,,27,0.36,114,1.52,404,5.39,24,0.32,50,0.67,12,0.16,29,0.39,-,-,4,0.05,15,0.2,-,-,5,0.29,-,-,2,0.29,-,-,-,-,2,0.29
Osaka,3967,12.88,252,,50,0.25,467,2.34,1210,6.05,88,0.44,111,0.56,40,0.2,72,0.36,3,0.02,7,0.04,37,0.19,-,-,12,0.23,-,-,-,-,2,0.12,-,-,2,0.12
Hyogo,3326,16.71,110,,49,0.38,263,2.04,885,6.86,71,0.55,75,0.58,20,0.16,53,0.41,-,-,9,0.07,22,0.17,-,-,11,0.31,-,-,-,-,-,-,-,-,-,-
Nara,598,11.07,33,,9,0.26,43,1.26,194,5.71,28,0.82,10,0.29,3,0.09,24,0.71,-,-,-,-,5,0.15,-,-,-,-,-,-,-,-,-,-,-,-,2,0.33
