"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2016",,,,,,"Data collected as of August 24, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,92,0.02,1170,,1181,0.38,2978,0.97,9213,2.99,794,0.26,1538,0.5,442,0.14,1420,0.46,53,0.02,4521,1.47,3347,1.09,4,0.01,535,0.79,9,0.02,42,0.09,415,0.88,7,0.01,5,0.01
Hokkaido,5,0.02,76,,39,0.27,202,1.42,204,1.44,22,0.15,62,0.44,17,0.12,39,0.27,2,0.01,470,3.31,118,0.83,-,-,5,0.18,-,-,-,-,11,0.48,-,-,-,-
Aomori,2,0.03,13,,8,0.19,27,0.64,98,2.33,5,0.12,12,0.29,6,0.14,27,0.64,1,0.02,54,1.29,11,0.26,-,-,3,0.27,-,-,2,0.33,2,0.33,-,-,2,0.33
Iwate,-,-,11,,20,0.5,66,1.65,108,2.7,12,0.3,10,0.25,4,0.1,15,0.38,-,-,61,1.53,24,0.6,-,-,6,0.43,-,-,-,-,9,0.47,-,-,1,0.05
Miyagi,-,-,9,,8,0.14,107,1.81,127,2.15,19,0.32,98,1.66,4,0.07,30,0.51,2,0.03,210,3.56,15,0.25,-,-,1,0.08,-,-,-,-,11,0.92,-,-,-,-
Akita,1,0.02,1,,13,0.37,63,1.8,61,1.74,13,0.37,23,0.66,9,0.26,18,0.51,1,0.03,55,1.57,12,0.34,-,-,2,0.29,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,20,,6,0.21,43,1.54,56,2,2,0.07,22,0.79,7,0.25,14,0.5,-,-,169,6.04,51,1.82,-,-,-,-,-,-,2,0.2,3,0.3,-,-,1,0.1
Fukushima,-,-,23,,13,0.28,41,0.89,59,1.28,15,0.33,27,0.59,7,0.15,24,0.52,-,-,161,3.5,4,0.09,-,-,7,0.58,-,-,1,0.14,3,0.43,-,-,-,-
Ibaraki,1,0.01,10,,11,0.15,62,0.83,199,2.65,13,0.17,58,0.77,6,0.08,15,0.2,-,-,91,1.21,55,0.73,-,-,34,2,-,-,-,-,6,0.46,-,-,-,-
